Target = MPPI-IPDDP
Simulate 10 times for each
N	S_u	P	F	a_msc_x	a_msc_u	a_tv_x		a_tv_u		avg_time	min_time	max_time
100	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
100	0.20	3	7	0.000020	0.002009	8.408971	2.892563	0.832685	0.775504	0.919115
100	0.30	9	1	0.000091	0.034550	8.467030	5.169320	0.586240	0.458275	0.910621
100	0.40	10	0	0.000188	0.075581	8.573893	7.675681	0.458942	0.350352	0.631798
100	0.50	10	0	0.000099	0.037270	8.660014	5.694912	0.499318	0.387399	0.700492
100	0.60	9	1	0.000036	0.009093	8.511055	3.899797	0.502253	0.301119	0.793011
100	0.70	3	7	0.000021	0.002131	8.495531	3.014921	0.489968	0.348027	0.748451
100	0.80	1	9	0.000031	0.004520	8.934170	3.667051	0.544633	0.544633	0.544633
100	0.90	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
200	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
200	0.20	4	6	0.000020	0.001968	8.466903	2.995929	0.705625	0.631619	0.800669
200	0.30	10	0	0.000026	0.004786	8.472839	3.561240	0.575110	0.389193	0.783344
200	0.40	10	0	0.000032	0.007811	8.439648	3.719991	0.427910	0.397787	0.488684
200	0.50	10	0	0.000020	0.002130	8.555949	3.013074	0.429027	0.325481	0.584198
200	0.60	10	0	0.000020	0.001483	8.572715	3.035039	0.360328	0.250695	0.477820
200	0.70	7	3	0.000106	0.039023	8.548982	5.853702	0.563051	0.327428	0.866506
200	0.80	4	6	0.000036	0.006707	8.709847	4.137896	0.463312	0.306096	0.746182
200	0.90	1	9	0.000025	0.003020	8.507974	3.206474	0.774575	0.774575	0.774575
400	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
400	0.20	5	5	0.000026	0.004085	8.429015	3.066116	0.711110	0.533448	0.912689
400	0.30	10	0	0.000019	0.002352	8.401051	3.037011	0.488688	0.371834	0.626283
400	0.40	10	0	0.000022	0.003094	8.399701	3.052088	0.401469	0.347659	0.458753
400	0.50	10	0	0.000086	0.031818	8.556811	5.223675	0.351885	0.294409	0.429666
400	0.60	10	0	0.000022	0.003159	8.443232	2.998982	0.332537	0.281439	0.396617
400	0.70	9	1	0.000025	0.003378	8.515083	3.194511	0.468151	0.307731	0.656106
400	0.80	8	2	0.000025	0.003208	8.636210	3.327636	0.512401	0.246022	0.940289
400	0.90	7	3	0.000033	0.005840	8.622378	3.593090	0.639591	0.480245	0.966711
800	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
800	0.20	4	6	0.000021	0.002760	8.406917	2.979798	0.688137	0.591892	0.781129
800	0.30	10	0	0.000049	0.016705	8.422144	4.830772	0.489526	0.430245	0.567409
800	0.40	10	0	0.000092	0.033817	8.586699	5.261969	0.403572	0.332786	0.471525
800	0.50	10	0	0.000067	0.020165	8.536955	4.860436	0.333480	0.280525	0.412049
800	0.60	9	1	0.000070	0.022393	8.573944	4.832644	0.367270	0.284744	0.642402
800	0.70	10	0	0.000092	0.034950	8.544810	5.458489	0.383166	0.305683	0.483488
800	0.80	10	0	0.000022	0.002723	8.545308	3.090507	0.452548	0.275675	0.758929
800	0.90	8	2	0.000132	0.051434	8.631655	6.082611	0.559833	0.426506	0.778090
1600	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
1600	0.20	7	3	0.000019	0.002385	8.395372	2.906732	0.803541	0.719871	0.930279
1600	0.30	10	0	0.000084	0.031740	8.428496	4.968050	0.536098	0.447399	0.635681
1600	0.40	10	0	0.000019	0.001855	8.443339	2.935759	0.407994	0.328387	0.503734
1600	0.50	10	0	0.000202	0.085154	8.518965	7.930676	0.378817	0.280804	0.486173
1600	0.60	10	0	0.000026	0.003953	8.508653	3.352538	0.404013	0.316743	0.506418
1600	0.70	10	0	0.000020	0.002383	8.502470	3.072065	0.384805	0.262103	0.561993
1600	0.80	10	0	0.000023	0.002811	8.523181	3.152777	0.422721	0.292085	0.713277
1600	0.90	10	0	0.000036	0.009385	8.425335	3.853834	0.455373	0.323211	0.661979
3200	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
3200	0.20	3	7	0.000018	0.002289	8.356076	2.918536	0.879329	0.831019	0.971638
3200	0.30	10	0	0.000018	0.002355	8.367903	2.841594	0.664119	0.573069	0.814283
3200	0.40	10	0	0.000062	0.021469	8.470352	4.734770	0.497219	0.416182	0.690932
3200	0.50	10	0	0.000023	0.003180	8.476817	3.035168	0.421262	0.368823	0.525240
3200	0.60	10	0	0.000020	0.001884	8.483429	2.960348	0.418154	0.343408	0.494772
3200	0.70	10	0	0.000039	0.010667	8.581896	4.135296	0.405973	0.328767	0.565317
3200	0.80	10	0	0.000025	0.004221	8.439254	3.092956	0.393985	0.326793	0.533459
3200	0.90	10	0	0.000040	0.007925	8.472785	3.573917	0.450715	0.314413	0.700851
6400	0.10	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
6400	0.20	0	10	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
6400	0.30	8	2	0.000060	0.020564	8.429949	4.633413	0.826625	0.727642	0.925479
6400	0.40	10	0	0.000046	0.014561	8.455139	4.345835	0.703160	0.594921	0.821866
